"","links","names"
"418","/watch?v=IaPFPr3eOMs","USW 11 - Awestin + Gyo vs ESAM + MVD - Grand Finals SSBU"
"419","/watch?v=lt1y_sqTXfs","Rushdown 10 - LightningCam (Diddy) vs CalmAnimal (Bowser) Grand Finals - SSBU"
"420","/watch?v=p3ezfVcjU4g","USW 11 - TLOC | Awestin (Ness) vs PG | ESAM (Pikachu) Grand Finals - SSBU"
"421","/watch?v=UJneCiVvYx4","USW 10 - Lima (Bayonetta) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"422","/watch?v=QA8pofVYPNk","USW 9 - EMG | tamim (Bayonetta) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"423","/watch?v=nOcNFq6aSrk","USW 9 - Dakpo + UTDZac vs Awestin + JaySon - Grand Finals SSBU"
"424","/watch?v=4d0Qdg0nsiw","XDL 2 - TLOC | Awestin (Ness) vs WBG | MVD (Snake) Grand Finals - SSBU"
"425","/watch?v=9xNJLN4o3vI","XDL 2 - Army + Kurry vs Awestin + JaySon - Grand Finals SSBU"
"426","/watch?v=a46AHGDSch4","Smash Ultimate Tournament Grand Finals - 6WX (Incineroar) vs The Great Gonzales (Palutena) - CNB 175"
"427","/watch?v=cb3NGaxNbsM","SSBU Collegiate Crews Michigan Qualifier: MSU Green Vs. GVSU Grand Finals Set 2"
"428","/watch?v=u-DLDqmkk0Y","SSBU Collegiate Crews Michigan Qualifier: MSU Green Vs. GVSU | Grand Finals Set 1"
"429","/watch?v=klzNkvkkwWg","NFA 3 - Awestin (Ness) vs SDX (Mewtwo) Grand Finals - SSBU"
"430","/watch?v=-aqUoeOOF8M","NFA 3 - Awestin + JaySon vs SDX + Elegant - Grand Finals SSBU"
"431","/watch?v=11aSm7CHXMY","Throwdown LX #53 - Storm (Lucina) vs BigLord (Mii Gunner) - SSBU Grand Finals"
"432","/watch?v=QjaXbYbANLM","Rushdown 8 - Army (Olimar) vs Denti (PT) Grand Finals - SSBU"
"433","/watch?v=eH89gE58auE","SU #2 - Jenzo (Captain Falcon) vs. sHusky (Isabelle) - SSBU Grand Finals Singles"
"434","/watch?v=TUOcoUqcnvo","Becky Lemme Smash - AR BestNess (Ness) VS. RVVL Yep (Lucas) - SSBU Grand Finals - Smash Ultimate"
"435","/watch?v=UT1agVbhWOY","USW 8 - TLOC | Awestin (Ness) vs TLOC | Dakpo (Diddy) Grand Finals - SSBU"
"436","/watch?v=npG9TtDc440","Genesis 6 SSBU - CLG | VoiD (Pichu) Vs. FOX MVG | MKleo (Lucina) Smash Ultimate Tournament GF"
"437","/watch?v=U9wANdXlRZ4","Smash Ultimate Tournament Grand Finals - Juice (Zero Suit Samus) vs LeoN (Bowser) - CNB 173"
"438","/watch?v=7-VYG_nkIow","SL Ultimate #8 - Venom (Ridley) vs Smokk (Ganon) - Grand Finals"
"439","/watch?v=za_p_jo_zoQ","Smash Ultimate Tournament - WaDi (Rob)  Vs. ZD [L] (Falco) - S@X 287 SSBU Grand Finals"
"440","/watch?v=KD_vU-jIOHI","IBBC Saga - SSBU Grand Finals - ET Eking (Pac-man) vs. ET Xeon (Yoshi/Palutena)"
"441","/watch?v=urz-akqY_pw","+2 on Block Anniversary - SSBU Doubles - Grand Finals - SaltOne / HyperKirby vs. Sonido / NovaPixl"
"442","/watch?v=3Af-fsmiuLo","Metroid Community Discord SSBU Grand Final: TDV vs Doeboy"
"443","/watch?v=nxKDmGSZYi4","Rushdown 6 - FX | Awestin (Ness) vs Karna (Wolf) Grand Finals - SSBU"
"444","/watch?v=rInelWY6RUw","+2 on Block Anniversary - SSBU 1v1 - Grand Finals - HyperKirby vs MVG Scatt"
"445","/watch?v=pKR3uYYK7QU","+2 on Block Anniversary - SSBU 3v3 Squad Strike - Grand Finals - HyperKirby vs MVG Scatt"
"446","/watch?v=d_fRVWBpS9o","GSE #76 - Osprey [L] (Falco) vs NOBLE Sol (Little Mac) - Grand Finals"
"447","/watch?v=iUg7kJ261p0","SL Ultimate #7 - Smokk (Ganon, Snake, Wario, Wolf) vs Dunston (Pikachu) - Grand Finals"
"448","/watch?v=oJFt3N6dv-k","USW 7 - FRKS | Cheeks (Cloud) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"449","/watch?v=x759TlXHNRU","Smash Ultimate Tournament - DA | Sinji (Pac-Man) Vs DA | Venia (Greninja) Xeno 145 SSBU Grand Finals"
"450","/watch?v=LSMJJyNaTOY","Glitch 6 SSBU - FOX MVG | MKLeo VS PG | ESAM - Smash Ultimate Squad Strike Grand Finals"
"451","/watch?v=2RG8GHisvCQ","Glitch 6 SSBU - Ally & MKLeo VS Tweek & Cosmos - Smash Ultimate Teams Grand Finals"
"452","/watch?v=U3RDaxjIb8c","ZD vs WaDi Grand Finals- The Cave SSBU #2"
"453","/watch?v=TPcatcsUJTg","Glitch 6 SSBU - Tweek (Wario) VS NRG | Nairo (Lucina) Smash Ultimate Grand Finals"
"454","/watch?v=SuQHclQG6ME","Smash Ultimate Tournament - MVD (Snake) Vs. PG | ESAM (Samus) SSBU The Grind 60 Grand Finals"
"455","/watch?v=f11_adgWj8c","USW 6 - Lima (Lucina, Peach) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"456","/watch?v=RcdPFcrxO9g","Rushdown 5 - FRKS | Cheeks (Cloud) vs GBSG | Army (Olimar) Grand Finals - SSBU"
"457","/watch?v=lnsvP-ylgtY","Rushdown 4 - FX | Sethlon (Roy) vs GBSG | Army (Olimar) Grand Finals - SSBU"
"458","/watch?v=exYXeBbFMlM","HAT 49 - Larry Lurr (Wolf) Vs. eM | Zenyou (Mario) Grand Finals - Smash Ultimate Tournament"
"459","/watch?v=rhjvod6QpCs","Smash Ultimate Tournament - DA | Sinji (Pac-Man) Vs Ho3K | Gen (Palutena) SSBU Xeno 144 Grand Finals"
"460","/watch?v=UXWsLKeNkuA","Smash Ultimate Tournament - Parappa (Ryu) Vs. ZD (Falco, Incineroar, Fox) S@X 285 SSBU Grand Finals"
"461","/watch?v=cC984oO80Qg","TGC Returns - Trela vs. Meme - Grand Finals"
"462","/watch?v=6IRcnnHF030","Smash Ultimate Tournament - Dren (Yoshi) Vs. Falln (Robin) Poi Poundaz 2 SSBU Grand Finals"
"463","/watch?v=XrnT7ja7nzQ","SSBU CPU Tournament: Original Eight | Grand Finals | Kirby vs. Link"
"464","/watch?v=caebMQUzjMc","SL Ultimate #5 - Ally (Snake) vs Venom (Ridley, Ryu) - Grand Finals"
"465","/watch?v=M1Be74ZVV5Y","USW 5 - Awestin (Ness) vs BestNess (Ness) Grand Finals - SSBU"
"466","/watch?v=aW6rI81bAL0","FOX MVG | MkLeo (Ike) vs eU | Samsora (Peach) - Ultimate Grand Finals - SC United"
"467","/watch?v=kPvwwxNvxnc","Smash Ultimate Tournament - CLG | VoiD (Pichu) Vs. Eon (Pichu) Grand Finals - SoCal Chronicles"
"468","/watch?v=WH92I8-XWaY","Smash Ultimate Tournament Grand Finals - Sonido (Sonic) Vs TheReflexWonder [L] (Wario) KiT 2019 SSBU"
"469","/watch?v=XgbMerU3zZg","SL Ultimate #4 - Venom (Ken) vs Ally (Snake) - Grand Finals"
"470","/watch?v=Kp5K7LDouRc","SuperDanimalTV 2019 SSBU Tournament Grand Finals: Shiny (Pokemon Trainer) v Malikai (Pac-Man)"
"471","/watch?v=jfUDvtTfNbQ","USW 4 - FX | Awestin (Ness) vs PG | MVD (Snake) Grand Finals - SSBU"
"472","/watch?v=ZefLQnQY0IY","Rushdown 3 - GBSG | Army (Olimar) vs CalmAnimal (Bowser) Grand Finals - SSBU"
"473","/watch?v=NFhuhh83z00","Ultimatum - Awestin + JaySon vs YellowRello + Dojo - Grand Finals SSBU"
"474","/watch?v=KV1rg94euzc","Ultimatum Squad Strike - JaySon vs Orex Grand Finals - SSBU"
"475","/watch?v=QXjOkAZCyPY","[Minoria Absoluta #2] Hikotsu (Daisy) vs marcpq (Inkling, ZSS) SSBU Grand Finals"
"476","/watch?v=M-jvcA1f8yk","Ultimatum - JaySon (Fox) vs Orex (Peach) Grand Finals - SSBU"
"477","/watch?v=3sv6Fof8iyI","Glutonny (Wario) vs NAKAT (Pichu) Grand Finals - Ultimate Wanted France Smash Tournament"
"478","/watch?v=l839rZqbPVY","Japan Smash Ultimate Tournament - Zackray (Meta Knight) Vs. Eim [L] (Sheik) SSBU Grand Finals"
"479","/watch?v=ctTzwDuop0A","[Movistar Centre Smash] Greward + Marcbri vs marcpq + MTsergi SSBU Grand Finals"
"480","/watch?v=NieFUj9faMs","USW 3 - FX | Awestin (Ness) vs Lima (Bayonetta) Grand Finals - SSBU"
"481","/watch?v=Lh-d02ymWvw","SL Ultimate #3 - Ally (Snake) vs Darkwolf (Shulk, Cloud) - Grand Finals"
"482","/watch?v=EnX0MvYTptg","[Afterlife #38] Marcbri (Cloud) vs Vilxs (Mii Gunner, Daisy, Lucina) SSBU Grand Finals"
"483","/watch?v=Wl5SS2l9shA","Smash Ultimate Tournament Grand Finals - Fable (Donkey Kong) vs Dimension (Chrom) - S@LT 168"
"484","/watch?v=Ob0_aJLH7b4","Smash Ultimate Tournament - CLG | Void (Pichu) Vs Larry Lurr [L](Falco) Splat Bros SSBU Grand Finals"
"485","/watch?v=LmnCG5BSQdA","Smash Ultimate Tournament - Ally & Void Vs. Teb & Klaatu [L] - Splat Bros. SSBU Grand Finals"
"486","/watch?v=ckmlnP5txbc","NEC19 - Pelca (S. Snake) Vs. TheGreatGonzales (Simon) Grand Final SSBU"
"487","/watch?v=-oPkQfLPAm8","USW 2 - Trela (Ridley) vs FX | Awestin (Ness) Grand Finals - SSBU"
"488","/watch?v=AJL344vzSSs","Smash Ultimate Tournament Grand Finals - Pasta (Peach) vs Juice (Zero Suit Samus) - CN:B-Airs 167"
"489","/watch?v=h9a5gULpvec","Smash Ultimate Tournament Grand Finals - Varun (Wii Fit Trainer) vs Moosh (Simon) - S@LT 167"
"490","/watch?v=xN5o1WcsxHA","Spectrum Smash #73 - Wishes (Inkling) Vs. Lemontea (Wolf) - Grand Finals - SSBU"
"491","/watch?v=cC9cF5DbC5o","SSBU - TNS 12/15/2018 - Dyr vs. Myran Grand Finals"
"492","/watch?v=xZ6wM6LF6Rk","Smash Ultimate Tournament - PG | Esam [L] (Pikachu) Vs. PG | MVD (Snake) DPOTG18 SSBU Grand Finals"
"493","/watch?v=hud0ddY1yHY","Waveshine Ult - CNN | Bakuryu (Ken) vs Flagtail (Wolf) - Grand Finals (R) - SSBU"
"494","/watch?v=bwVhIgyNHCA","[Grand Open Online] Robo~Luigi (ROB) vs Marcbri (Wolf, Cloud) SSBU Grand Finals"
"495","/watch?v=rZErKVTXFQ8","Japan Smash Ultimate Tournament - Ken [L] (Sonic) Vs. Zackray (Wolf) SSBU Grand Finals"
"496","/watch?v=V4Db4PHhfG4","Smash Ultimate Tournament Grand Finals - Shoyo James (Chrom) vs GwJ (Lucina / ROB) - CN:B-Airs 166"
"497","/watch?v=KT6XfeZGcOU","USW 1 - Awestin + JaySon vs Karna + Dakpo - Grand Finals SSBU"
"498","/watch?v=KDsfp33H1Ko","USW 1 - FX | Awestin (Ness) vs FRKS | Cheeks (Cloud) Grand Finals - SSBU"
"499","/watch?v=nxHNFXx-waE","SL Ultimate #1 - Smokk (Ganon) vs Ally (Snake) - Grand Finals"
"500","/watch?v=HM_v9KjDkz4","Smash Ultimate Tournament - Demise | ZD [L] (Fox) Vs. Dexter (Wolf) - S@X 280 SSBU Grand Finals"
"501","/watch?v=kyjB78fKkvA","XDL 1 - Awestin (Ness) vs Denti (PT) Grand Finals - SSBU"
"502","/watch?v=eHmMjgsDjC4","FXL  - FX | Karna (Chrom, Inkling) vs FX | Sethlon (Roy) Grand Finals - SSBU"
"503","/watch?v=2srdnYyu4GQ","Smash Ultimate Tournament Grand Finals - Pasta (Peach/Inkling) vs Great Gonzales (Richter) - SDA Ult"
"504","/watch?v=Cg9__CRm5x8","[Elite Gaming Center #01] Greward (Ridley) vs Hikotsu (Daisy) SSBU Grand Finals"
"505","/watch?v=-ucse1_OJiI","Launch Smash Ultimate - WaDi (R.O.B., K. Rool) VS Demise | ZD (Incineroar, Fox) SSBU Grand Finals"
"506","/watch?v=V3wRGP-q_4g","SSBU CSWK1 | JuN (Link) vs KEVO (Marth) | Grand Finals"
"507","/watch?v=syc_WIX3Ucs","Smash Ultimate Tournament Grand Finals - Wishes (Inkling) vs Jakal (Pokemon Trainer) - CN:B-Airs 165"
"508","/watch?v=FiK0H-kD3pI","The Grand Finale - Smash Ultimate OST"
"509","/watch?v=IRuYzwO6OH4","SSBU: Youth Tournament Lucas Vs Ganondorf (Grand Finals)"
"510","/watch?v=nyi30NCsNZs","Grand Finals ~ MARIO (ZeRo) Vs  SONIC (Mk leo) | Smash Bros. Ultimate Tournament"
"511","/watch?v=q4cEIdmBrdc","E3 2018 - SSBU Demo - GimR (Ridley) Vs. Kiraflax (Ridley) Smash Bros Ultimate For Glory Grand Finals"
"512","/watch?v=fZ3c3JCNzIQ","ZeRo vs MkLeo Grand Finals - Super Smash Bros. Ultimate Invitational at E3 2018"
"513","/watch?v=-AE-8CpbVrk","SSBU invitational: Grand final ZeRo vs MkLeo"
"514","/watch?v=vjEaJLqnKNE","SOT SSBU Monthly - V115 (Zerosuit) vs Yoh (Sheik) - Grand Finals"
