"","entry_nr","entry_date","entry_id","tournament","url","player","placement","character"
"449525",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Raffi-X ",9,"R.O.B."
"449537",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," WaDi ",7,"R.O.B."
"449593",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," 8BitMan ",5,"R.O.B."
"449632",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Benny&amp;thejets ",7,"R.O.B."
"449649",1090,2019-08-12,"1090-1","Sumabato SP 7 ","https://challonge.com/sumabatoSP7T
"," Meteo ",7,"R.O.B."
"449664",1090,2019-08-12,"1090-1","Sumabato SP 7 ","https://challonge.com/sumabatoSP7T
"," Tamiflu ",7,"R.O.B."
"449729",1097,2019-08-17,"1097-1","Umebura SP 4 ","https://smash.gg/tournament/sp4-umebura-sp4-2/events/singles/standings
"," OCEAN ",5,"R.O.B."
"449753",1104,2019-08-18,"1104-1","Midwest Arena 2 ","https://smash.gg/tournament/midwest-arena-2-doubles-masters/events/ultimate-singles/standings
"," 8BitMan ",4,"R.O.B."
"449803",1107,2019-08-22,"1107-1","Xeno175 ","https://smash.gg/tournament/xeno175/events/ultimate-singles/brackets/644414/1058369
"," Ho3K | Dill  ",5,"R.O.B."
"449806",1108,2019-08-23,"1108-1","Hype Smashing Lounge #7 ","https://smash.gg/tournament/hype-sm...ate-singles/brackets/632078/1041554/standings 
"," Moshy45 ",1,"R.O.B."
"449815",1109,2019-08-23,"1109-1","Ueno Smash Ultimate #23 ","https://mobile.twitter.com/ssbspResults/status/1164666026664968193
"," Zackray ",2,"R.O.B."
"449852",1113,2019-08-25,"1113-1","EGS Cup #2 ",NA," Zackray ",1,"R.O.B."
"449861",1114,2019-08-25,"1114-1",NA,"https://smash.gg/tournament/event-by-ori-summer-games-2/events/ultimate-singles/standings
"," Boobear ",2,"R.O.B."
"449883",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," Raffi-X ",7,"R.O.B."
"449919",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," 8BitMan ",3,"R.O.B."
"449944",1116,2019-08-26,"1116-1","Extra Angle III ",NA," Machu ",7,"R.O.B."
"449967",1122,2019-08-31,"1122-1","SEL 4: Crêpes strikes back // Smash Epitech Lyon ","https://smash.gg/tournament/sel-4-cr-pes-strikes-back-smash-epitech-lyon/events/ultimate-singles
"," SnF | Nin' ",3,"R.O.B."
"449989",1124,2019-09-01,"1124-1","San Japan 2019 ","https://smash.gg/tournament/san-jap...ents/ultimate-singles/brackets/649435/1065566
"," Scuff1e ",7,"R.O.B."
"450016",1128,2019-09-01,"1128-1","Melbourne Esports Open - CouchWarriors Fighting Games 2019 ","https://smash.gg/tournament/melbour...s/meo-smash-ultimate/brackets/625911/1033424/
"," SebPro101 ",9,"R.O.B."
"450024",1129,2019-09-01,"1129-1","Celtic Throwdown 2019 ","https://smash.gg/tournament/celtic-throwdown-2019/events/smash-ultimate
"," J-squad | Lucretio ",2,"R.O.B."
"450029",1129,2019-09-01,"1129-1","Celtic Throwdown 2019 ","https://smash.gg/tournament/celtic-throwdown-2019/events/smash-ultimate
"," Skippyrook ",7,"R.O.B."
"450045",1131,2019-09-01,"1131-1","Standoff 2019 ","https://smash.gg/tournament/standoff-2019-1/events/ultimate-singles/brackets/647121/1062436
"," SaSSy ",3,"R.O.B."
"450056",1132,2019-09-02,"1132-1","Switchfest 2019 ","https://smash.gg/tournament/2gg-switchfest-2019/events/ultimate-singles/brackets/624334/1031289
"," WaDi ",9,"R.O.B."
"450075",1132,2019-09-02,"1132-1","Switchfest 2019 ","https://smash.gg/tournament/2gg-switchfest-2019/events/ultimate-singles/brackets/624334/1031289
"," KiraFlax ",5,"R.O.B."
"450085",1136,2019-09-03,"1136-1","Mega Smash Mondays 205 ","https://smash.gg/tournament/mega-smash-mondays-205/events/ultimate-singles/brackets/648309/1064071
"," AG | WaDi ",3,"R.O.B."
"450101",1139,2019-09-07,"1139-1","Gainesville Stock Exchange 100 ","https://smash.gg/tournament/gainesville-stock-exchange-100/events
"," Epic_Gabriel ",3,"R.O.B."
"450105",1139,2019-09-07,"1139-1","Gainesville Stock Exchange 100 ","https://smash.gg/tournament/gainesville-stock-exchange-100/events
"," Ruther ",7,"R.O.B."
"450130",1141,2019-09-08,"1141-1","2GG: Run it Back ",NA," WaDi ",3,"R.O.B."
"450178",1144,2019-09-08,"1144-1","Level up smash 2: smash and slurp ","https://smash.gg/tournament/levelup-smash-2-smash-and-slurp/events/singles/overview 
"," Moshy45 ",3,"R.O.B."
"450215",1145,2019-09-09,"1145-1","Port Priority 5 ",NA," Biggymouth ",5,"R.O.B."
"450254",1158,2019-09-13,"1158-1","Sumabato x CYCLOPS #109 ","https://smash.gg/tournament/sumabato-x-cyclops-109-1/events/1v1-singles/standings
"," OCEAN ",4,"R.O.B."
"450263",1159,2019-09-13,"1159-1",NA,"https://smash.gg/tournament/nightma...ents/ultimate-singles/brackets/645661/1060105
"," LSOE ",5,"R.O.B."
"450295",1163,2019-09-14,"1163-1",NA,"https://smash.gg/tournament/the-grind-fridays-92/events/smash-ultimate-singles/overview
"," Mj ",5,"R.O.B."
"450296",1163,2019-09-14,"1163-1",NA,"https://smash.gg/tournament/the-grind-fridays-92/events/smash-ultimate-singles/overview
"," OES | Benny &amp; Jets ",7,"R.O.B."
"450297",1163,2019-09-14,"1163-1",NA,"https://smash.gg/tournament/the-grind-fridays-92/events/smash-ultimate-singles/overview
"," AMG | 8BitMan ",7,"R.O.B."
"450306",1165,2019-09-15,"1165-1","Sumabato SP 8 ","https://challonge.com/de/SumabatoSP8T
"," GW | zackray ",1,"R.O.B."
"450314",1165,2019-09-15,"1165-1","Sumabato SP 8 ","https://challonge.com/de/SumabatoSP8T
"," OCEAN ",9,"R.O.B."
"450344",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," WaDi ",7,"R.O.B."
"450358",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," 8BitMan ",7,"R.O.B."
"450368",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," Dill ",5,"R.O.B."
"450398",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," Benny&amp;TheJets ",9,"R.O.B."
"450423",1171,2019-09-20,"1171-1","Hype smashing lounge #8 ","https://smash.gg/tournament/hype-smashing-lounge-8/events/ultimate-singles/standings 
"," Moshy45 ",5,"R.O.B."
"450426",1171,2019-09-20,"1171-1","Hype smashing lounge #8 ","https://smash.gg/tournament/hype-smashing-lounge-8/events/ultimate-singles/standings 
"," 4S ",7,"R.O.B."
"450429",1172,2019-09-21,"1172-1","Overclocked Ultimate II ","https://smash.gg/tournament/overclo...te-regional/events/ultimate-singles/standings
"," Raffi-X ",3,"R.O.B."
"450443",1173,2019-09-21,"1173-1","SKL Invitacional Otono 2019 ",NA," Genialo ",1,"R.O.B."
"450458",1174,2019-09-22,"1174-1","Ozhadou Nationals 16 ","https://smash.gg/tournament/ozhadou-nationals-16/events/super-smash-bros-ultimate/standings
"," SebPro101 ",4,"R.O.B."
"450474",1175,2019-09-22,"1175-1","Overclocked Ultimate III ","https://smash.gg/tournament/overclocked-ultimate-iii/events/ultimate-singles/standings
"," Raffi-X ",4,"R.O.B."
"450538",1181,2019-09-27,"1181-1","GatorLAN Fall 2019 ","https://smash.gg/tournament/gatorla...-bros-ultimate-singles/brackets/593908/987897
"," 8BitMan ",1,"R.O.B."
"450555",1182,2019-09-28,"1182-1","Umebura SP 5 ","https://smash.gg/tournament/sp5-umebura-sp5/events/singles/standings
"," Zackray ",2,"R.O.B."
"450581",1182,2019-09-28,"1182-1","Umebura SP 5 ","https://smash.gg/tournament/sp5-umebura-sp5/events/singles/standings
"," Somo ",5,"R.O.B."
"450643",1189,2019-09-29,"1189-1","KVO Resort ","https://smash.gg/tournament/kvo-resort-2019/events/smash-sp-singles/overview
"," OCEAN ",1,"R.O.B."
"450650",1189,2019-09-29,"1189-1","KVO Resort ","https://smash.gg/tournament/kvo-resort-2019/events/smash-sp-singles/overview
"," Yone ",7,"R.O.B."
"450690",1190,2019-09-29,"1190-1","Super Smashed Fest ","https://smash.gg/tournament/super-smashed-fest/events/ssb-ultimate-singles-1/overview
"," KiraFlax ",3,"R.O.B."
"450707",1192,2019-09-29,"1192-1","San Antonio's Really Feeling It ","https://smash.gg/tournament/san-antonio-s-really-feeling-it/events/singles/brackets/665534/1089082
"," Grayson ",1,"R.O.B."
"450712",1192,2019-09-29,"1192-1","San Antonio's Really Feeling It ","https://smash.gg/tournament/san-antonio-s-really-feeling-it/events/singles/brackets/665534/1089082
"," KingK ",5,"R.O.B."
"450784",1202,2019-10-04,"1202-1","Little Big House 5 ","https://smash.gg/tournament/little-big-house-5/events/ultimate-singles/overview
"," Epic_Gabriel ",7,"R.O.B."
"450833",1208,2019-10-06,"1208-1","Ultimate Fighting Arena 2019 ","https://smash.gg/tournament/ultimat...single-1vs1/brackets/611817/1011760/standings
"," Longo ",7,"R.O.B."
"450878",1210,2019-10-07,"1210-1","The Big House 9 ",NA," Zackray ",1,"R.O.B."
"450886",1210,2019-10-07,"1210-1","The Big House 9 ",NA," WaDi ",9,"R.O.B."
"450906",1210,2019-10-07,"1210-1","The Big House 9 ",NA," BooBear ",5,"R.O.B."
"450926",1210,2019-10-07,"1210-1","The Big House 9 ",NA," Epic_Gabriel ",9,"R.O.B."
"450941",1210,2019-10-07,"1210-1","The Big House 9 ",NA," 8BitMan ",9,"R.O.B."
"450942",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," Zackray ",1,"R.O.B."
"450953",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," WaDi ",9,"R.O.B."
"450966",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," BooBear ",5,"R.O.B."
"450995",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," Epic_Gabriel ",9,"R.O.B."
"450999",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," 8BitMan ",9,"R.O.B."
"451034",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," SaSSy ",5,"R.O.B."
"451037",1213,2019-10-07,"1213-1","Dam Good Smash ",NA," Biggymouth ",1,"R.O.B."
"451063",1217,NA,"1217-2","Fight Me IRL 2 ","https://smash.gg/tournament/fight-me-irl-2/events/ultimate-singles/standings
"," Grayson ",3,"R.O.B."
"451064",1217,NA,"1217-2","Fight Me IRL 2 ","https://smash.gg/tournament/fight-me-irl-2/events/ultimate-singles/standings
"," KingK ",4,"R.O.B."
"451076",1217,NA,"1217-3","Xenosaga XXVIII ","https://smash.gg/tournament/xenosaga-xxviii/events/singles/standings
"," Zomba ",7,"R.O.B."
"451100",1218,NA,"1218-2","Platinum Star Smash Season 4 ","https://smash.gg/tournament/platinum-star-smash-s4-e1-nj-ultimate-monthly/details
"," Jakal ",7,"R.O.B."
"451117",1221,NA,"1221-1","Oulunkylän Offstage 8 ","https://smash.gg/tournament/oulunkyl-n-offstage-8-5/details
"," Kaura ",2,"R.O.B."
"451138",1223,NA,"1223-1",NA,"https://smash.gg/tournament/spectrum-114/events/ultimate-singles/overview
"," TR| Zomba ",3,"R.O.B."
"451171",9,2018-12-09,"9-1","NEW GAME PLUS: The ULTIMATE Overnight Experience ","https://smash.gg/tournament/new-gam...er-smash-bros-ultimate/brackets/478216/838128
"," Panda Bair ",4,"Villager"
"451258",15,2018-12-10,"15-4","Arkham's Smash Ultimate Launch ","https://smash.gg/tournament/arkham-s-smash-ultimate-launch/events/singles/brackets/479352/839481
"," Joker ",1,"Villager"
"451303",18,2018-12-13,"18-2","Ignition #161 ","https://urt.challonge.com/ignition161
"," Panda Bair ",2,"Villager"
"451320",19,2018-12-13,"19-1","Toryumon Kiwami 1 ",NA," Kept ",3,"Villager"
"451344",21,2018-12-15,"21-2","The Grind Fridays 55 ","https://smash.gg/tournament/the-gri...smash-ultimate-singles/brackets/482613/843642
"," Laska ",7,"Villager"
"451359",21,2018-12-15,"21-4","AON Smash Ultimate 001 ","https://smash.gg/tournament/aon-smash-ultimate-001/events/smash-4-singles-103/overview
"," Stocktaker69 ",5,"Villager"
"451640",51,2018-12-22,"51-2","Movistar Centre Smash ","https://smash.gg/tournament/movistar-centre-smash/events/singles/brackets/484351/845855
"," Pocafeiner ",4,"Villager"
"451655",53,2018-12-22,"53-1","XG Ultimate Christmas Rumble ","https://smash.gg/tournament/xg-ulti...-bros-ultimate-singles/brackets/480811/841289
"," Moncho ",3,"Villager"
"451719",54,2018-12-23,"54-7","Reflex Ultimate Bash ","https://challonge.com/me9mos6h
"," Bort ",4,"Villager"
"451769",62,2018-12-24,"62-1","Brutal Tournament: Grinch Edition ",NA," Rodnand ",4,"Villager"
"451816",71,2018-12-27,"71-1","Xeno141 ","https://xenozero.challonge.com/x141
"," Stocktaker69 ",7,"Villager"
"451890",82,2018-12-30,"82-1","Midwest Mayhem Ultimate ","https://smash.gg/tournament/midwest-mayhem-ultimate/events/ultimate-singles/standings
"," Panda BAIR ",5,"Villager"
"452064",101,2019-01-02,"101-2","Game-Inn SSBU Tournament ","https://game-inn.challonge.com/SSBU1vs1
"," Teminian ",1,"Villager"
"452077",105,2019-01-02,"105-1","Ignition163 ","https://urt.challonge.com/ignition163/standings
","  - Panda Bair ",5,"Villager"
"452181",126,2019-01-04,"126-2","Orbitar 62 ",NA,"  -   Magister  ",5,"Villager"
"452235",132,2019-01-05,"132-2","SoCal Chronicles ","https://smash.gg/tournament/socal-chronicles-1/events/ultimate-singles/brackets/427685/777589
"," Elegant ",3,"Villager"
"452272",134,2019-01-06,"134-1","Orion 2019 ",NA," Stocktaker69 ",7,"Villager"
"452311",137,2019-01-06,"137-1","Sumabato SP 1 ","https://challonge.com/SumabatoSP1T
"," kept ",7,"Villager"
"452429",152,2019-01-08,"152-1","Synthesis 5 ","https://smash.gg/tournament/synthesis-5/events/ultimate-singles/standings
"," - interrobang ",7,"Villager"
"452540",175,2019-01-11,"175-1","Kumite ","https://smash.gg/tournament/kumite-...te-singles/standings?filter={}&page=1&sortBy=
"," funk aegis: ",9,"Villager"
"452587",178,2019-01-12,"178-1","Umebura SP 2 ","https://smash.gg/tournament/umebura-sp2/events/umebura-sp-singles/brackets/510462/876669
"," kept ",5,"Villager"
"452704",185,2019-01-13,"185-1","TGC Returns ",NA," BC ",9,"Villager"
"452713",185,2019-01-13,"185-2","Xenosaga XXI ",NA," Stocktaker69 ",5,"Villager"
"452772",193,2019-01-13,"193-1","Xenosaga XXI ","https://smash.gg/tournament/xenosaga-xxi/events/singles/standings
"," stocktaker69",5,"Villager"
"452865",201,2019-01-14,"201-2",NA,"https://imgur.com/a/TKN9s8G
"," - ",4,"Villager"
"452946",217,2019-01-17,"217-1",NA,"https://smash.gg/tournament/the-gri...smash-ultimate-singles/brackets/503047/868210
"," Laska - ",3,"Villager"
"453118",238,2019-01-19,"238-1","AON Smash Ultimate #006 ","https://smash.gg/tournament/neokan-ultimate-weekly-
"," Stocktaker69 ",7,"Villager"
"453136",242,2019-01-19,"242-1",NA,"https://cstat.challonge.com/vjy1r5k2
"," Levi ",5,"Villager"
"453178",246,2019-01-20,"246-1","Frosty Faustings XI ","https://smash.gg/tournament/frosty-faustings-xi/events/super-smash-bros-ultimate/standings
"," Panda Bair ",9,"Villager"
"453422",259,2019-01-20,"259-3","Frosty Faustings XI ","https://smash.gg/tournament/frosty-...er-smash-bros-ultimate/brackets/488810/851087
"," Panda Bair ",9,"Villager"
"453529",269,2019-01-23,"269-1","HAT 50 ","https://smash.gg/tournament/hollywood-action-tuesdays-50/events/ultimate-singles/standings
"," Stealthy ",7,"Villager"
"453642",284,2019-01-27,"284-1","Retro Arena 64 ",NA," Panda Bair ",3,"Villager"
"453842",307,2019-02-02,"307-1","Reading at Alkek ","https://challonge.com/RAAU_S2?fbclid=IwAR2zX5qqdkue1o1WCBuRVxa3SpZQhpfj-wjlbbrELlKWcKTBvRiEm7Ie8G4
"," Mico ",1,"Villager"
"453899",312,2019-02-03,"312-2","Summer Tournament: Double Eight ",NA," Colgate ",7,"Villager"
"453948",315,2019-02-04,"315-1","Genesi6 ","https://smash.gg/tournament/genesis-6/events/smash-for-switch-singles/standings
","    Magister    ",5,"Villager"
"454111",321,2019-02-06,"321-1","Reading at Alkek ","https://challonge.com/RAAU_S3?fbclid=IwAR2UhknCcwGSMug23-ZApIEvCuaBAWj1F488s6c2grp1uig86hnzB4016PI
"," Mico ",1,"Villager"
"454370",451,2019-02-20,"451-1","Smash Ultimate GU Weekly 2/19/19 ","https://challonge.com/ssbugu21919
"," BobbyWasabi ",4,"Villager"
"454589",501,2019-02-25,"501-1","Frostbite 2019 ","https://smash.gg/tournament/frostbi...-bros-ultimate-singles/brackets/533725/906246
"," Pikpocket ",7,"Villager"
"454630",539,2019-03-02,"539-1","AON SUS #012 ","https://smash.gg/tournament/aon-smash-ultimate-012/events/smash-ultimate-singles-011/standings
"," ",9,"Villager"
"454860",623,2019-03-12,"623-1","Synthesis 14 ","https://smash.gg/tournament/synthesis-14/events/ultimate-singles/standings
"," Interobang ",4,"Villager"
"455003",720,2019-03-21,"720-1","Xeno 153 ","https://smash.gg/tournament/xeno153/events/ultimate-singles/brackets/561028/943154
"," Stocktaker69",4,"Villager"
"455073",733,2019-03-24,"733-1","CTGAmerCon 2019 ","https://smash.gg/tournament/ct-game...ments/events/smash-ultimate-singles/standings
"," ",9,"Villager"
"455154",778,2019-03-30,"778-1","AON Smash #16 ","https://smash.gg/tournament/aon-smash-ultimate-016/events/smash-ultimate-singles-015/standings
"," ",9,"Villager"
"455379",819,2019-04-09,"819-1","Synthesis 18 ","https://smash.gg/tournament/synthesis-18/events/ultimate-singles/standings
"," Interrobang ",4,"Villager"
"455414",821,2019-04-13,"821-1","Umebura SP 3 ","https://smash.gg/tournament/sp3-umebura-sp3/events/umebura-sp-singles/overview 
"," Nyaha ",7,"Villager"
"455423",821,2019-04-13,"821-1","Umebura SP 3 ","https://smash.gg/tournament/sp3-umebura-sp3/events/umebura-sp-singles/overview 
"," kept ",5,"Villager"
"455428",822,2019-04-13,"822-1","AON 018 ","https://smash.gg/tournament/aon-smash-ultimate-018/events/smash-ultimate-singles-016/standings 
"," Stocktaker69 ",1,"Villager"
"455632",840,2019-04-21,"840-1","Ascension IV ",NA," SS ",9,"Villager"
"455677",842,2019-04-22,"842-1","Pound 2019 ","https://smash.gg/tournament/pound-2019/events/ultimate-singles/brackets/571619/957801
"," BobbyWasabi ",3,"Villager"
"455987",873,2019-05-02,"873-1",NA,NA," Nyaha ",9,"Villager"
"456072",880,2019-05-05,"880-1","Midwest Arena ",NA," Panda Bair ",7,"Villager"
"456098",882,2019-05-05,"882-1","Smash @ Humber May Monthly ","https://smash.gg/tournament/smash-humber-may-monthly/events/ultimate-singles/standings
"," Jandell ",5,"Villager"
"456104",883,2019-05-05,"883-1","KVOxTSB 2019 ",NA," Kept ",5,"Villager"
"456380",906,2019-05-16,"906-1","Ignition #182 ","https://urt.challonge.com/ignition182 
"," Panda Bair ",5,"Villager"
"456402",909,2019-05-18,"909-1","Karisuma SP 2 ",NA," Kept ",5,"Villager"
"456593",923,2019-05-23,"923-1","Ignition #183 ","https://urt.challonge.com/ignition183
"," Panda Bair ",5,"Villager"
"456667",932,2019-05-26,"932-1","Sumabato SP 4 ","https://challonge.com/SumabatoSP4T
"," kept ",7,"Villager"
"456916",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," Panda Bair ",9,"Villager"
"457010",946,2019-06-02,"946-1","Smash 'N' Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/events/ultimate-singles/brackets/591012/983613
"," Panda Bair ",9,"Villager"
"457078",951,2019-06-06,"951-1","Ignition #185 ","https://urt.challonge.com/ignition185
"," Panda Bair ",5,"Villager"
"457427",987,2019-06-22,"987-1","Sumabato SP 5 ","https://challonge.com/sumabatosp5t
"," Nyaha ",5,"Villager"
"457436",988,2019-06-23,"988-1","Second City Smash 3 ","https://smash.gg/tournament/second-city-smash-3/events/ultimate-singles/standings
"," Panda Bair ",7,"Villager"
"457678",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Stocktaker69 ",5,"Villager"
"457771",1012,2019-06-30,"1012-1",NA,NA,"	Interrobang	",9,"Villager"
"457820",1017,2019-07-06,"1017-1","Karisuma SP 3 ","https://challonge.com/KarisumaSP3T
"," kept ",9,"Villager"
